QUANTITY	TIME	FAC	ORG	LOC	EVENT
[]	[]	[]	[]	['Preservation Park Historic District']	[]
[]	[]	[]	['O.S.P.C.A.']	[]	[]
[]	['night', 'One foggy night']	[]	[]	[]	[]
[]	[]	['the 400 building']	[]	[]	[]
[]	[]	['the Buena Vista Cemetery']	['The Hunter Steakhouse', 'the Oceanside Police Department']	['the Buena Vista Lagoon']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Euclid Ave']	[]	[]	[]
[]	['10:00 p.m.']	[]	[]	[]	[]
[]	['one night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night']	['Naval Weapons Station-', 'the Naval Weapons Station']	['Police Dept', 'Boeing Co.']	[]	[]
[]	['night time', 'night']	['U.S. Naval Weapons Station', 'Pacific Coast Highway', 'the Naval Station', 'Anaheim Landing']	[]	['Bolsa Chica']	[]
[]	['the night']	[]	['The Orange County Sheriffs Office']	['Blackstar Canyon']	[]
[]	['9:00', 'ANY night']	[]	['James H. Cox elementary school']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Waverley Hall']	[]	[]	[]
[]	[]	[]	['The Massachusetts Department of Public Safety', 'Massachusetts Environmental Conservation Police', 'Massachusetts State Police', 'Massachusetts Department of Public Safety']	[]	[]
[]	['the morning', 'every night']	['Dale', 'Dale St. Aspen', 'Pleasant St.', 'Aspen']	[]	['Aspen', 'Dale']	[]
[]	[]	['Fearing Tavern']	[]	[]	[]
[]	[]	['Cunnif']	[]	[]	[]
[]	[]	['Mount Auburn Cemetery']	[]	[]	[]
[]	['a few seconds', 'late at night']	[]	[]	[]	[]
[]	[]	['the Lafayette Lounge']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	['blueberry hill']	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['nighttime']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['the daylight hours']	[]	[]	[]	[]
[]	['late at night']	['College Hall']	[]	['4th Floor']	[]
[]	[]	['The Grand Foyer', 'Joseph Hall', 'College Hall']	[]	[]	[]
[]	['all hours of the night']	[]	[]	[]	[]
"['about 20""']"	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Theatre']	['Orange High School']	[]	[]
[]	['2 seconds', 'the morning']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Central Avenue']	[]	[]	[]
[]	['night']	[]	['Wal-Mart', '-', 'Mart', 'Wal']	[]	[]
[]	['late at night']	[]	['Santa Clara', 'Santa H']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Joshua Tree Elementary School']	[]	[]	[]
[]	[]	['Ave S', 'Sierra Highway']	[]	[]	[]
[]	['night', 'midnight']	[]	[]	[]	[]
[]	[]	['Glass Chapel']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night']	"['Wayfarers Chapel', ""The Wayfarers' Chapel""]"	[]	[]	[]
['3 miles']	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['closing hours']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Green St.']	[]	[]	[]
[]	[]	['Lake St.']	['Old Hotel -']	['Angeles Crest', 'Echo mountain']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['the Colorado bridge']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Old Cemetery']	[]	[]	[]
[]	['a certain night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['Horn Pond']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Spider Gates Cemetery']	[]	[]	[]
[]	[]	[]	['Worcester State', 'Worcester Police']	[]	[]
[]	['seconds']	[]	[]	[]	[]
[]	['midnight']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['one evening']	[]	['a College of the Performing Arts']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['about 15 minutes', 'midnight']	[]	[]	[]	[]
[]	['every night', 'night']	[]	[]	[]	[]
[]	[]	['Paso Robles Inn']	['Inn']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['midnight']	[]	[]	[]	[]
[]	[]	[]	['AFI']	[]	[]
[]	['late at night']	[]	"['The Little Theater', ""the Little Theater's""]"	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
"['about 5\'10""']"	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['every afternoon']	[]	[]	[]	[]
[]	['late night']	[]	[]	[]	[]
[]	[]	['an Indian Burial Grounds']	[]	['the Camp Far West Lake Recreational Area', 'Indian Burial Grounds']	[]
[]	[]	[]	['the Cary House Hotel']	['Placervilles']	[]
[]	[]	[]	['the Chamber of Commerce Bldg', 'bldg']	[]	[]
[]	[]	[]	['Empire Theater']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Main Street']	['Coffee Shop/Saloon', 'the Soda Works']	[]	[]
[]	['hours']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['a few minutes']	['Garey & Holt']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Palomares Cemetery']	[]	[]	[]
[]	['night']	"[""Old Settler's cemetery""]"	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Berylwood', 'The Bard Mansion', 'the Port Hueneme Navy Base']	['Thomas Bard House']	[]	[]
[]	[]	[]	['KKK']	[]	[]
[]	['night']	['Highway 101']	[]	[]	[]
[]	['night', 'late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['345 am', '3 am', 'between the hours']	['Red Hill Park', 'Auditorium']	[]	[]	[]
[]	[]	['route 66']	[]	[]	[]
[]	[]	[]	['the Coast Guard']	[]	[]
[]	['certain nights']	['Spike']	[]	['Lunada bay']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Redlands', 'The Fox Theatre']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Hillside Cemetery']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['hours']	[]	['Kimberly Crest']	[]	[]
[]	[]	['Mariposa Elementary']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['theater hours']	['Prospect Park']	[]	[]	[]
[]	['the night']	[]	[]	[]	[]
[]	['all hours']	[]	[]	[]	[]
[]	['late at night']	['fourth St.']	[]	[]	[]
[]	[]	['Sunset street']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night', 'late at night']	['Merriam Hall', 'Merriam']	[]	[]	[]
[]	[]	['the High schools Auditorium']	['RUHS']	[]	[]
[]	['1:15 in the afternoon']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['hours']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['hours']	[]	[]	[]	[]
['100 feet']	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Riverside']	['the Mission Inn', 'At The Villa']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['hours']	['the Tyler Mall', 'La Sierra Blvd', 'the Plaza Cafe']	['Big Top']	['Indian Burial Ground']	[]
[]	['night']	['The Avilas House']	[]	['Indian Hills']	[]
[]	['The next morning']	[]	['Inn', 'The Mission Inn Hotel', 'The Mission Inn']	['Mt. Rubidoux']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['just after midnight', 'night']	[]	[]	[]	[]
[]	['late one evening']	[]	[]	[]	[]
[]	[]	"[""Author's Row""]"	[]	[]	[]
[]	[]	"[""Author's Row"", 'Mission']"	[]	[]	[]
[]	[]	['Mission Dining Room', 'Spanish Dining Room']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Patio', 'Lincoln']	[]	[]
[]	[]	"['St. Francis Chapel Courtyard', ""Flyer's Wall""]"	[]	[]	[]
[]	[]	['Storage Building']	[]	[]	[]
[]	['late at night']	[]	[]	['Mt. Rubidoux']	[]
[]	['night']	[]	['Palm Desert High School']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['a mere 50 feet']	[]	[]	['Riverside Parks and Recreation']	[]	[]
[]	[]	[]	['the Riverside Municipal Auditorium']	[]	[]
[]	['late at night', 'late-night', 'nights']	[]	[]	[]	[]
[]	['the early morning hours', 'midnight', 'night', '2am']	['Rivera Library']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Finn Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['MTA']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['between the hours of 1-3am']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Old Sacramento']	[]	[]	[]
[]	['late night', 'lunch hour']	['Burger King']	[]	[]	[]
[]	[]	['the Freeport Factory']	[]	[]	[]
[]	['4 a.m.', 'night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['House']	['the Sacramento Theatre Company', 'Sutter', 'The Shadowlands']	[]	[]
[]	[]	['F St.']	['The Puente House']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['the Sacramento River', 'an Indian Burial Ground']	[]
[]	['night']	[]	[]	[]	[]
[]	['a little before 7 a.m.']	['Sacramento Room', 'the Sacramento Room']	[]	[]	[]
[]	['hours']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	['Old Sacramento', 'Old Town Sacramento']	[]
[]	['a couple of minutes']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['calico']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['highway 18']	[]	['Waterman Canyon', 'Lake Arrowhead']	[]
[]	['6am']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['nighttime']	[]	[]	[]	[]
[]	[]	['Shorecliffs']	[]	[]	[]
[]	['the morning', 'afternoon']	[]	[]	[]	[]
[]	[]	[]	[]	['Cottons']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	['Procter Valley']	[]
[]	[]	['Kearny Mesa', 'Ruffin Rd', 'San Diego Airport', 'Harbor Drive']	[]	[]	[]
[]	[]	[]	['Mobil']	[]	[]
[]	[]	[]	[]	['Rios Canyon']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['around 9:00 p.m.', 'the night', 'that time of the morning', 'around 3:00 a.m.']	[]	[]	[]	[]
[]	['the dead of night', 'the next morning']	[]	['McDonald']	[]	[]
[]	['three minutes']	[]	['Taco Bell']	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	"['the ""Old Town Cemetery', 'El Campo Santo Cemetery', 'Old Town Cemetery']"	[]	[]	[]
['one thousand foot']	['midnight']	['camp Pendleton']	[]	['Normandy']	['world war two']
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Questhaven']	[]	[]
[]	[]	['Willow Road']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['K Street']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['all hours of the night', 'Night']	[]	[]	['the Wave Cove', 'the Wave Pool', 'Wave Cove']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Sacramento St.', 'Cameron House']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['the Parish Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Golden Gate Park']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Park Presidio']	['Lucas Film']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Columbarium', 'Stanyan Street', 'Geary Boulevard', 'the Odd Fellows Cemetery']	[]	[]	[]
[]	['night fall']	[]	[]	[]	[]
[]	['5 sec', 'that 5 sec']	['Orchard']	[]	[]	[]
[]	[]	['Room 1007']	[]	[]	[]
[]	['night']	['Sutter And Octavia', 'Miss Mary Lakes Room']	['the Queen Anne Hotel']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['around 12:00 am']	['Taraval', '17th avenue']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	['Strawberry Hill', 'Stowe Lake', 'Stowe Lake Golden Gate Park']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Intensive Care Nursery', 'Pediatric']	[]	[]	[]
[]	['night', 'later hours']	[]	[]	[]	[]
['Less than 2 miles']	['night']	['the Gabrielino Site', 'the San Gabriel Mission']	[]	[]	[]
[]	[]	[]	[]	[]	[]
['more than five feet', 'five feet']	['night']	['The San Gabriel Civic Auditorium s']	['Temple City High School']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['approx. 3:15am it is']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night', 'late at night']	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['the Happy hallow']	[]	['Creek']	[]
['about 2 and 1/2 to 3 feet']	['that night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	['WWII']
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['D', '-', 'Hall']	['Hall']	[]	[]
[]	['night']	[]	[]	['Black Lake']	[]
[]	['between 10-12 pm']	['Adelaide Cemetery']	[]	[]	[]
[]	['the nights']	[]	['the Ozark High School']	[]	[]
[]	['night']	['Arkansas Hall']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Liberty']	[]	[]	[]
[]	['a certain night', 'late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['midnight']	[]	[]	[]	[]
[]	[]	['Jones Cemetery']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['Halloween night', 'night']	['the Pepsi Place']	[]	[]	[]
[]	[]	['Witches Hollow']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['American Legion Hall']	[]	[]	[]
[]	[]	['Courthouse']	['Opera House']	[]	[]
[]	['the night']	[]	[]	[]	[]
[]	['late at night']	['Galloway Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['Hughes Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	['Ozark']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['that night']	[]	['The Crescent Hotel']	[]	[]
[]	['the middle of the night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['58', 'Grant 58']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Prague Road', '270 E']	[]	[]	[]
[]	['night', 'late at night']	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	['exactly three in the morning', 'a mere second']	['the Tinsman Highway']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Horatio', 'De Queen']	[]	[]	[]
['five miles']	['exactly midnight']	['Highway 270', 'the Mayberry Inn']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['earlier that day']	"[""The Poet's Loft"", 'Central Avenue']"	[]	['Bathhouse Row']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['The Band Room']	[]	[]	[]
[]	['night']	['Wilson Hall']	[]	[]	[]
['two feet']	[]	['Strand/Forum']	['The Strand Theater']	[]	[]
[]	['one second', 'one night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Camp Adair']	[]	[]	['the Second World War']
[]	['a few hours']	[]	[]	[]	[]
[]	['morning']	['the Nettleton High Band Room']	[]	[]	[]
[]	['night']	['the Judsonia Cemetery']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Macarthur Park', 'The Old Arsenal Building']	['Federal']	[]	['Civil War']
[]	[]	['Mount Holly Cemetery']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['one night', 'night']	['Bussey Hall']	[]	[]	[]
[]	['the next night', 'one night']	[]	['Horton Theater']	[]	[]
[]	['one night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['ten miles']	[]	[]	[]	[]	[]
[]	[]	['Old Pioneer Cemetery']	[]	[]	[]
[]	['nights']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['West Campus/Ole Main - Auditorium']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['the Old Mill']	[]	[]	[]
[]	[]	['Butterfield Stage Coach Rd', 'Highway 220', 'Dry Hill Rd', 'the Old Stage Coach Road']	[]	[]	[]
[]	[]	['High School']	['the Bald Knobbers']	[]	[]
[]	['the nights']	[]	['the Ozark High School']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['about thirty seconds']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['the evening']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Drake Park']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['Canyon']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Hipper']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['One rainy dark night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['90 minute to two hour', 'night']	[]	['Hospital']	['Seaside']	[]
[]	['night']	['The Oregon Caves Chateau']	[]	[]	[]
[]	['midnight', 'every night']	['Central Point Elementary']	[]	[]	[]
[]	[]	[]	['The Oregonian Newspaper']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['one night']	['Sackett Hall']	[]	['B']	[]
[]	['night time']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['a few minutes']	[]	[]	[]	[]
[]	[]	[]	['Strand']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Pea Ridge']	[]	[]	['Gettysburg', 'Civil War']
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['Late at night']	[]	[]	[]	[]
[]	['any night']	[]	[]	[]	[]
['past 20-30 feet']	[]	[]	[]	['the Boggy Creek Monster']	['Civil War']
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['morning']	['Caraway Hall', 'Watta-Burger']	['Tech']	['Cherokee Indian Burial Site']	[]
[]	['mornings']	['Tucker Coliseum']	[]	[]	[]
[]	['night']	['Witherspoon Hall']	[]	[]	[]
[]	['night']	['9 Mile Ridge Road']	[]	[]	['the Civil War']
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
['about 100 acres']	['About twenty minutes']	['Stonehenge']	[]	[]	[]
[]	['One night', 'that night']	['Old Music Building']	[]	[]	[]
[]	['nights']	[]	['William O. Darby Jr. High School']	[]	[]
[]	[]	['Courthouse']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['The Tazlina Lodge']	[]	[]
[]	['nights']	[]	[]	[]	['the Civil War']
[]	['a stormy night']	['Chesier cemetery']	[]	[]	[]
[]	[]	['the Tyronza Elementary School']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['The Old Pioneer Cemetary']	[]	[]	[]
[]	['night', 'late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['12:30']	[]	[]	[]	[]
[]	['night']	['Fox Hallow Elementary School']	[]	[]	[]
[]	[]	[]	[]	[]	[]
['10-foot']	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	['Stafford Hall', 'the Stafford Hall']	['the University of Oregon']	[]	[]
[]	['12:00']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	['McMinnimises Grand Lodge']	[]	[]
[]	[]	['Knight Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['2 am', '5 am', 'mid- afternoon']	['Agaard road', 'highway 6']	[]	['forest grove']	[]
[]	[]	['Jacuzzi']	[]	[]	[]
[]	[]	[]	[]	"['the ""Forbidden Ground']"	[]
[]	[]	[]	[]	['the Oregon Vortex']	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['One night', 'night', 'Late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
['about 20 miles']	[]	['Hwy. 8', 'Hwy. 97']	['Cleveland co.']	[]	['Civil War']
[]	['late at night']	['Tilly Willy Bridge']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Woodson', 'Woodson Lateral Road']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['one night', 'every night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['maybe 50 feet', 'possibly 30 feet']	['night']	['OIT']	['OIT']	[]	[]
[]	[]	['A.K.A. Hatchet Park']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['midnight']	[]	['Christie School']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['1:00 a.m.']	['The Justice Building']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Todd Hall', 'Todd hall']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Little Crater Lake Campground']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Yaquina Bay Lighthouse']	[]	[]	[]
[]	[]	[]	['North Bend']	[]	[]
['7 foot']	['nights']	[]	[]	[]	[]
[]	['one night']	[]	[]	['Malheur Butte', 'The Snake River', 'Butte']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['State Mental Hospitol']	[]	[]
[]	['night']	[]	['Lye']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	['the St. Johns Bridge', 'Cathedral Park']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Columbia Cemetery-', 'Love Cemetery']	[]	[]	[]
[]	[]	[]	['ComedySportz']	[]	[]
[]	['late at night']	['Vaughn Street', '26th']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['The Wilcox Mansion']	['KWJJ']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['1:00am']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	"[""the Portland Children's Museum""]"	[]	[]
[]	[]	[]	['the Old Town Pizza']	[]	[]
[]	['One night']	[]	[]	['Scapponia Park']	[]
[]	[]	[]	[]	[]	[]
[]	['the early morning']	['the North Rim Trail']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Waverly country club']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['the middle of the night']	[]	[]	[]	[]
[]	['Almost every night']	[]	[]	[]	[]
[]	[]	['State', 'Sybillis Omelets', '23rd and 24th Streets']	[]	[]	[]
[]	[]	['The Bush House']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['nights']	['Kubler', 'Croisen Creek Rd']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Salem', 'the Salem Art Center']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Administration Building']	[]	[]	[]
[]	['night']	['D Block']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
